SA_CodeSANDRE;SA_CodeCAS;SA_Libelle;SA_Statut;SA_Usage_principal;SA_NQECMA;SA_NQEMA;SA_PNEC;SA_DT50;SA_Koc;SA_Gus;SA_Classification;SA_Biocide;SA_RgSiris2018;SA_Solubilite_mgl;SA_HydrolysePH7;SA_DU2015;SA_DU2017;UsageAgricole;Source;MaJ
5410;67-63-0;Code gelé : Alcool isopropylique;;Autres biocides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5413;117-18-0;Tecnazène;;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5416;123312-89-0;Pymétrozine;non autorisé;Insecticides;;;2.5;;;0.743589136;Autre;;31;270;TS;0.170087;0.156583672;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5430;;Triclosan;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5438;2385-85-5;mirex;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5439;42509-80-8;Isazophos;non autorisé;Insecticides;;;;;;2.899197184;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5475;39184-27-5;thiofanox sulfoxyde;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5476;39184-59-3;Thiofanox sulfone;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5477;1014-70-6;Simétryne;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5478;122-39-4;Diphenylamine;;Fongicides;;;1.2;;;;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5480;625-53-6;Ethylthiouree;;Métabolites;;;0.219;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5481;94593-91-6;Cinosulfuron;non autorisé;Herbicides;;;;;;3.511440933;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5482;80-06-8;Chlorfenethol;;Acaricides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5483;173584-44-6;Indoxacarbe;non autorisé;Insecticides;;;1.95;;;0.377696983;T. T+. CMR;;53;0.2;stable;0.034113;0.033968707;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5484;625-52-5;Ethyluree;;Métabolites;;;0.219;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5485;53494-70-5;Endrin ketone;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5488;86209-51-0;Primisulfuron methyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5499;95737-68-1;Pyriproxyfène;;Insecticides;;;1.2;;;-0.325823419;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5501;40843-25-2;Diclofop;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5507;74222-97-2;Sulfomethuron-methyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5508;100784-20-1;Halosulfuron-methyl;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5509;129630-19-9;Pyraflufen-ethyl;;Herbicides;;;0.0115;;;0.338845866;N Organique;;60;0.082;inst;0.020488;0.020503891;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5510;144651-06-9;Oxasulfuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5511;161050-58-4;Methoxyfenoside;;Insecticides;;;7;86;402;2.700122539;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5512;83055-99-6;Bensulfuron-methyl;;Herbicides;;;0.08;;;1.352443073;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5513;145-73-3;Endothal;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5515;108-95-2;Phénol;;Autres biocides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5522;90982-32-4;Chlorimuron-ethyl;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5523;2032-59-9;Aminocarbe;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5524;14214-32-5;Difenoxuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5525;141-66-2;Dicrotophos;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5526;188425-85-6;Boscalid;;Fongicides;;11.6;11.6;200;809;2.512843209;Autre;;;;;;;fongicide blé et légumes;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5527;126801-58-9;Ethoxysulfuron;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5528;53380-23-7;Ethiofencarbe sulfone;;Métabolites;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5529;97780-06-8;Ethametsulfuron-methyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5530;135186-78-6;Pyriftalid;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5531;30614-22-3;Pirimicarbe Desmethyl;;Métabolites;;;0.09;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5532;27218-04-8;Pirimicarbe Formamido Desmethyl;;Métabolites;;;0.09;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5533;110235-47-7;Mepanipyrim;;Fongicides;;;10;56;874;1.85043704;T. T+. CMR;;;;;0.599583;0.599581157;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5537;608-73-1;Somme des Hexachlorocyclohexanes;;Insecticides;0.04;0.02;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5542;17606-31-4;Bensultap;non autorisé;Insecticides;;;;;;0.804159967;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5543;50723-80-3;Bentazone-sodium;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5544;29104-30-1;Benzoximate;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5545;149877-41-8;Bifenazate;;Insecticides;;;0.4;;;0.583666541;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5546;56073-10-0;Brodifacoum;non autorisé;Antiparasitaire;;;;;;-1.53486799;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5547;111872-58-3;Halfenprox;non autorisé;Insecticides;;;;;;0.397940009;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5548;63333-35-7;Bromethaline;non autorisé;Antiparasitaire;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5549;56634-95-8;Bromoxynil heptanoate;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5550;;Ergocalciferol;non autorisé;Rodenticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5551;7775.09.9;Chlorate de sodium;;Herbicides;;;;;;6.903089987;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5552;2464-37-1;Chlorflurenol;;Herbicides;;;;;;1.113500924;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5553;80-33-1;Chlorefenizon;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5554;7003-89-6;Chlormequat;;Régulateurs de croissance;;;24;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5555;84332-86-5;Chlozolinate;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5556;130561-48-7;Sintofen;;Régulateurs de croissance;;;;;;-0.803614741;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5557;82697-71-0;Clofencet-potassium;non autorisé;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5558;57754-85-5;Clopyralid-olamine;non autorisé;Herbicides;;;1080;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5559;33956-49-9;Codlemone;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5560;;Colecalciferol;;Rodenticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5561;20427-59-2;hydroxyde de cuivre;;Fongicides;;;;;;-0.316724984;T. T+. CMR;;;;;2.037015;1.811484163;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5562;1332-65-6;oxychlorure de cuivre;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5563;1317-39-1;oxyde cuivreux;;Fongicides;;;;;;;Autre;;;;;3.558645;3.9975;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5564;;sulfate tribasique de cuivre;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5565;156-62-7;Cyanamide calcique;non autorisé;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5566;420-04-2;Cyanamide;;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5567;120116-88-3;Cyazofamide;;Fongicides;;;1.9;;;0.525925825;Autre;;60;0.107;inst;0.10559;0.1125;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5568;1134-23-2;Cycloate;non autorisé;Herbicides;;;;;;2.312331545;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5569;122008-85-9;Cyhalofop-butyl;;Herbicides;;;6.37;;;-0.195773765;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5570;3100.04.7;1-Methylcyclopropene;;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5571;2008-39-1;2,4-D-dimethylammonium;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5572;32357-46-3;2,4-DB Butoxyethyl ester;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5573;2758-42-1;2,4-DB-dimethylammonium;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5574;6062-26-6;2,4-MCPB sodium;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5575;122-88-3;acide 4-chlorophénoxyacétique;non autorisé;Régulateurs de croissance;;;0.58;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5576;1214-39-7;Benzyladenine;;Régulateurs de croissance;;;31;;;0.620372768;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5578;65195-55-3;abamectine B1a;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5579;135410-20-7;Acetamiprid;;Insecticides;;;0.5;;;0.942168543;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5581;135158-54-2;Acibenzolar-S-Methyl;;Insecticides;;;4;;;0.850322516;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5582;87-51-4;Acide beta indolacetique;;Régulateurs de croissance;;;23.29749958;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5583;133-32-4;Acide indolyl butyrique;;Régulateurs de croissance;;;1120;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5584;86-87-3;Acide naphtylacetique;non autorisé;Régulateurs de croissance;;;510;40;385;2.266176771;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5585;;Acide naphthyloxyacetique;;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5586;55635-13-7;Alloxydim-sodium;;Herbicides;;;;;;2.666201463;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5587;86-86-2;alpha-Naphthylacetamide;;Régulateurs de croissance;;;740;;;;N Organique;;;;;0.00708;0.00708;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5588;16606-64-7;Ampropylfos;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5589;12771-68-5;Ancymidole;non autorisé;Régulateurs de croissance;;;;;;2.447354066;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5590;101-05-3;Anilazine;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5592;2302-17-2;Asulam-sodium;non autorisé;Insecticides;;;;18;25;3.266294364;Autre;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5593;41083-11-8;Azocyclotin;non autorisé;Insecticides;;;;;;0.497561213;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5594;143447-72-7;Bacillus sphaericus;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5595;25059-80-7;Benazolin-ethyl;non autorisé;Herbicides;;;;;;0.264535691;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5596;127-20-8;Dalapon-sodium;non autorisé;Herbicides;;;;;;5.908485019;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5597;1596-84-5;Daminozide;;Régulateurs de croissance;;;755;7;27;2.170749448;Autre;;29;180000;TS;4.25;4.25;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5598;10311-84-9;Dialiphos;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5599;1982-69-0;Dicamba-sodium;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5600;117-80-6;Dichlone;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5601;53404-31-2;Dichlorprop-butotyl;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5602;181274-15-7;Propoxycarbazone-sodium;;Herbicides;;;0.45;10;29;2.537602002;N Organique;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5603;178928-70-6;Prothioconazole;;Fongicides;;;13;3;1765;0.359394109;Autre;;20;300;stable;0.195323;0.809321484;Fongicides céréales, colza;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5604;2275-18-5;Prothoate;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5606;119-12-0;Pyridaphenthion;non autorisé;Insecticides;;;;;;0.17825435;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5607;84087-01-4;Quinclorac;non autorisé;Herbicides;;;;;;6.105121579;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5608;507-60-8;Scilliroside;non autorisé;Antiparasitaire;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5609;175217-20-6;Silthiopham;;Fongicides;;;47;66;250;2.915018542;Autre;;42;0.0399;TS;0.249570187;0.249570187;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5610;168316-95-8;Spinosad;;Insecticides;;;0.12;;;;Autre;;38;235;TS;0.068881;0.045455905;Légumes et arboriculture;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5611;;Sulfamate d'ammonium;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5612;7782-63-0;Sulfate de fer heptahydraté;;Fongicides;;;1000;;;;Autre;;;;;0.268479;0.380259178;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5613;2227-17-0;Dienochlore;non autorisé;Insecticides;;;;;;2.740286252;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5614;957-51-7;Difenamide;non autorisé;Herbicides;;;;;;2.478285541;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5615;49866-87-7;Difenzoquat;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5616;18467-77-1;Acide diprogulique;;Régulateurs de croissance;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5617;163515-14-8;Dimethenamid-P;;Herbicides;;;0.2;7;227;1.389319326;N Organique;;;;;0.860335;0.851762744;Désherbant maïs prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5618;55290-64-7;Dimethipin;non autorisé;Régulateurs de croissance;;;;;;6.397219321;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5619;39300-45-3;Dinocap;non autorisé;Fongicides;;;;;;-0.11862234;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5620;82-66-6;Diphacinone;non autorisé;Antiparasitaire;;;;;;1.299269958;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5621;85-00-7;Diquat dibromide;non autorisé;Herbicides;;;0.58;;;-8.194861298;T. T+. CMR;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5622;1593-77-7;Dodemorphe;;Fongicides;;;0.08;;;-0.647372312;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5623;91-53-2;Ethoxyquine;non autorisé;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5624;80844-07-1;Etofenprox;;Insecticides;;;0.0054;;;0.034668809;Autre;;57;0.0225;stable;0.059819;0.07681765;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5625;153233-91-1;Etoxazole;;Insecticides;;;0.28;;;0.14973308;N Organique;;53;0.0704;TS;0.05221;0.054132945;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5626;3740-92-9;Fenclorim;non autorisé;Phytoprotecteurs;;;;;;0.618502706;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5627;80-38-6;Fenizon;;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5628;71283-80-2;Fenoxaprop-P-ethyl;;Herbicides;;;1.9;;;;Autre;;60;0.7;inst;0.068;0.068042498;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5629;74738-17-3;Fenpiclonil;non autorisé;Fongicides;;;;;;2.001288016;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5630;134098-61-6;Fenpyroximate;;Acaricides;;;0.00328;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5631;57973-67-8;L-Flamprop-isopropyl;;Herbicides;;;;;;1.957801405;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5632;90134-59-1;Flamprop-M;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5633;90035-08-8;Flocoumafen;non autorisé;Antiparasitaire;;;;;;2.0357053;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5634;83066-88-0;Fluazifop-P;;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5635;;Flumequine;;Miticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5636;77501-60-1;Fluoroglycofen;non autorisé;Herbicides;;;;;;1.850955999;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5637;2699-79-8;Fluorure de sulfuryle;;Insecticides;;;6.2;;;;T. T+. CMR;;;;;0.183002;0.095931477;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5638;361377-29-9;Fluoxastrobine;;Fongicides;;;0.12;82;1003;1.911324109;Autre;;53;2.29;inst;0.09846;0.455723436;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5639;119126-15-7;Flupoxam;non autorisé;Herbicides;;;;;;2.525309045;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5640;77-06-5;Gibberellin A3;;Régulateurs de croissance;;;;4;10;1.806179974;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5641;8030-53-3;Gibberelline a4a7;;Régulateurs de croissance;;;960;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5642;111-30-8;Glutaraldehyde;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5643;115044-19-4;Guazatinacetate;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5644;67485-29-4;Hydramethylnon;non autorisé;Insecticides;;;;;;-1.574690497;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5645;123-33-1;Hydrazide maleique;;Régulateurs de croissance;;;57;6;45;1.826155617;Autre;;29;144000;TS;2.938218;3.933169641;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5646;10004-44-1;Hymexazol;;Fongicides;;;40;6;19;2.117541288;N Organique;;38;65100;stable;5.4;5.4;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5647;9008-22-4;Laminaran;;Fongicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5648;96-45-7;Ethylenethiouree;;Métabolites;;;9;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5649;25954-13-6;Fosamine-ammonium;non autorisé;Herbicides;;;;;;1.647153721;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5652;27083-27-8;Chlorhydrate de polyhexaméthylène biguanide;;Autres biocides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5653;40596-69-8;Methoprene;non autorisé;Insecticides;;;;;;0.596022036;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5654;220899-03-6;Metrafenone;;Fongicides;;;22.5;;;1.099357917;Autre;;50;0.492;stable;0.143947;0.143873103;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5655;51596-10-2;Milbemectin;;Insecticides;;;0.012;;;0.493702733;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5656;7287-36-7;Monalide;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5657;;Nicotine;non autorisé;Insecticides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5658;4726-14-1;Nitralin;non autorisé;Herbicides;;;;;;3.784189205;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5660;5259-88-1;Oxycarboxine;non autorisé;Fongicides;;;;;;2.625125649;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5661;1910-42-5;Paraquat dichloride;non autorisé;Herbicides;;;;;;-11.93251767;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5662;10045-86-0;Phosphate ferrique;;Insecticides;;;;;;;Autre;;;;;0.719126;0.716226927;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5663;26952-20-5;Picloram-isoctyl;non autorisé;Herbicides;;;;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5664;2545-60-0;Picloram-potassium;non autorisé;Herbicides;;;5.5;;;;;;;;;;;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
5665;137641-05-5;Picolinafen;;Herbicides;;;0.036;;;-0.545376591;Autre;;50;0.047;stable;0.098996;0.098859696;;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;01/09/2020
